coco_id,file_name,license,file_path_coco_dataset
26702,000000026702_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000026702.jpg
26981,000000026981_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000026981.jpg
27298,000000027298_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000027298.jpg
28367,000000028367_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000028367.jpg
29730,000000029730_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000029730.jpg
29732,000000029732_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000029732.jpg
30109,000000030109_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000030109.jpg
30148,000000030148_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000030148.jpg
32134,000000032134_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000032134.jpg
32275,000000032275_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000032275.jpg
32809,000000032809_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000032809.jpg
33727,000000033727_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000033727.jpg
33764,000000033764_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000033764.jpg
34961,000000034961_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000034961.jpg
35927,000000035927_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000035927.jpg
36151,000000036151_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000036151.jpg
37358,000000037358_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000037358.jpg
37779,000000037779_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000037779.jpg
37823,000000037823_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000037823.jpg
39196,000000039196_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000039196.jpg
41606,000000041606_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000041606.jpg
42578,000000042578_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000042578.jpg
43150,000000043150_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000043150.jpg
43176,000000043176_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000043176.jpg
43776,000000043776_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000043776.jpg
43815,000000043815_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000043815.jpg
43829,000000043829_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000043829.jpg
47172,000000047172_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000047172.jpg
51774,000000051774_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000051774.jpg
53778,000000053778_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000053778.jpg
53842,000000053842_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000053842.jpg
54001,000000054001_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000054001.jpg
55206,000000055206_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000055206.jpg
55294,000000055294_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000055294.jpg
55514,000000055514_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000055514.jpg
57796,000000057796_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000057796.jpg
58407,000000058407_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000058407.jpg
59321,000000059321_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000059321.jpg
61174,000000061174_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000061174.jpg
61266,000000061266_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000061266.jpg
65029,000000065029_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000065029.jpg
65400,000000065400_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000065400.jpg
67347,000000067347_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000067347.jpg
67961,000000067961_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000067961.jpg
68238,000000068238_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000068238.jpg
68623,000000068623_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000068623.jpg
69705,000000069705_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000069705.jpg
70421,000000070421_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000070421.jpg
71429,000000071429_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000071429.jpg
71927,000000071927_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000071927.jpg
72715,000000072715_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000072715.jpg
74390,000000074390_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000074390.jpg
74461,000000074461_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000074461.jpg
74714,000000074714_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000074714.jpg
74828,000000074828_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000074828.jpg
78000,000000078000_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000078000.jpg
78042,000000078042_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000078042.jpg
79111,000000079111_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000079111.jpg
81105,000000081105_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000081105.jpg
81365,000000081365_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000081365.jpg
81841,000000081841_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000081841.jpg
81961,000000081961_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000081961.jpg
82650,000000082650_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000082650.jpg
82770,000000082770_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000082770.jpg
83393,000000083393_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000083393.jpg
83632,000000083632_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000083632.jpg
83738,000000083738_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000083738.jpg
86811,000000086811_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000086811.jpg
87126,000000087126_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000087126.jpg
87146,000000087146_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000087146.jpg
88835,000000088835_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000088835.jpg
89908,000000089908_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000089908.jpg
90994,000000090994_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000090994.jpg
91005,000000091005_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000091005.jpg
91784,000000091784_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000091784.jpg
92353,000000092353_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000092353.jpg
97201,000000097201_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000097201.jpg
99363,000000099363_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000099363.jpg
100599,000000100599_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000100599.jpg
101952,000000101952_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000101952.jpg
104081,000000104081_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000104081.jpg
112805,000000112805_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000112805.jpg
113593,000000113593_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000113593.jpg
114077,000000114077_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000114077.jpg
114274,000000114274_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000114274.jpg
115637,000000115637_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000115637.jpg
115649,000000115649_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000115649.jpg
116603,000000116603_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000116603.jpg
119550,000000119550_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000119550.jpg
119669,000000119669_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000119669.jpg
122923,000000122923_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000122923.jpg
123891,000000123891_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000123891.jpg
124747,000000124747_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000124747.jpg
125042,000000125042_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000125042.jpg
130181,000000130181_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000130181.jpg
131967,000000131967_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000131967.jpg
133281,000000133281_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000133281.jpg
134562,000000134562_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000134562.jpg
136111,000000136111_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000136111.jpg
136142,000000136142_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000136142.jpg
137706,000000137706_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000137706.jpg
138153,000000138153_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000138153.jpg
139561,000000139561_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000139561.jpg
139815,000000139815_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000139815.jpg
143420,000000143420_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000143420.jpg
143594,000000143594_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000143594.jpg
147331,000000147331_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000147331.jpg
147547,000000147547_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000147547.jpg
148263,000000148263_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000148263.jpg
149791,000000149791_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000149791.jpg
150559,000000150559_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000150559.jpg
151163,000000151163_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000151163.jpg
153394,000000153394_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000153394.jpg
154011,000000154011_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000154011.jpg
154207,000000154207_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000154207.jpg
157181,000000157181_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000157181.jpg
157342,000000157342_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000157342.jpg
160142,000000160142_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000160142.jpg
161062,000000161062_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000161062.jpg
162230,000000162230_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000162230.jpg
163250,000000163250_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000163250.jpg
168803,000000168803_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000168803.jpg
169262,000000169262_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000169262.jpg
170968,000000170968_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000170968.jpg
171328,000000171328_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000171328.jpg
173987,000000173987_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000173987.jpg
174522,000000174522_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000174522.jpg
175715,000000175715_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000175715.jpg
176085,000000176085_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000176085.jpg
176873,000000176873_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000176873.jpg
178031,000000178031_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000178031.jpg
180609,000000180609_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000180609.jpg
181837,000000181837_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000181837.jpg
188660,000000188660_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000188660.jpg
189794,000000189794_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000189794.jpg
190271,000000190271_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000190271.jpg
191686,000000191686_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000191686.jpg
191740,000000191740_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000191740.jpg
192576,000000192576_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000192576.jpg
193318,000000193318_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000193318.jpg
193373,000000193373_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000193373.jpg
194054,000000194054_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000194054.jpg
194108,000000194108_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000194108.jpg
195650,000000195650_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000195650.jpg
197118,000000197118_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000197118.jpg
198195,000000198195_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000198195.jpg
198319,000000198319_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000198319.jpg
201722,000000201722_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000201722.jpg
202050,000000202050_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000202050.jpg
202805,000000202805_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000202805.jpg
203615,000000203615_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000203615.jpg
204806,000000204806_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000204806.jpg
204969,000000204969_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000204969.jpg
207833,000000207833_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000207833.jpg
208849,000000208849_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000208849.jpg
209919,000000209919_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000209919.jpg
210065,000000210065_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000210065.jpg
211198,000000211198_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000211198.jpg
212229,000000212229_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000212229.jpg
212440,000000212440_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000212440.jpg
213288,000000213288_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000213288.jpg
213988,000000213988_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000213988.jpg
216378,000000216378_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000216378.jpg
219750,000000219750_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000219750.jpg
221441,000000221441_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000221441.jpg
225533,000000225533_MEG_size.jpg,Attribution-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000225533.jpg
225750,000000225750_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000225750.jpg
228133,000000228133_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000228133.jpg
228316,000000228316_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000228316.jpg
229947,000000229947_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000229947.jpg
230422,000000230422_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000230422.jpg
231851,000000231851_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000231851.jpg
233104,000000233104_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000233104.jpg
233873,000000233873_MEG_size.jpg,Attribution-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000233873.jpg
238001,000000238001_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000238001.jpg
239337,000000239337_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000239337.jpg
240278,000000240278_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000240278.jpg
241026,000000241026_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000241026.jpg
243839,000000243839_MEG_size.jpg,Attribution-NonCommercial-NoDerivs License,/scratch/data/coco/coco-2017/train/data/000000243839.jpg
246453,000000246453_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000246453.jpg
251084,000000251084_MEG_size.jpg,Attribution-NonCommercial-ShareAlike License,/scratch/data/coco/coco-2017/train/data/000000251084.jpg
252160,000000252160_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000252160.jpg
262145,000000262145_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000262145.jpg
262239,000000262239_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000262239.jpg
262690,000000262690_MEG_size.jpg,Attribution License,/scratch/data/coco/coco-2017/train/data/000000262690.jpg
263276,000000263276_MEG_size.jpg,Attribution-NonCommercial License,/scratch/data/coco/coco-2017/train/data/000000263276.jpg
